tconst,directors,writers
tt1927055,nm4171068,nm4193022;nm4171068
tt1928172,nm3401991,\N
tt1931386,nm0454291,nm0454291;nm4458617
tt1935254,nm1397717,nm1397717
tt19353638,nm13538157;nm2622009,nm13538157;nm2622009
tt19355752,nm2779434;nm4898158,\N
tt19365512,nm13543072;nm2639019;nm2921328;nm2451089,\N
tt19370932,nm0758657;nm13565077,nm0758657;nm0652059
tt19371340,nm8314010,nm1974961;nm8314010
tt19371532,nm1773773,nm13544998
tt1937326,nm0046337,nm0004089
tt1937386,\N,nm0304830;nm0332184;nm0502073;nm1615610;nm0587692
tt19380758,nm11515946,nm11515946;nm9557301;nm13546848
tt19392202,nm13552022,nm13552024
tt19397296,nm10625747,nm8713933;nm4534039
tt19409960,nm13559624;nm0331001,nm13559632;nm0331001
tt1941585,nm0862312,nm1181224;nm3403026;nm3404686
tt1941686,\N,\N
tt19429498,\N,nm5701972
tt1945228,nm0000517,nm0000517
tt1948198,nm4484986;nm4485653,nm4485653;nm4484986
tt1948629,nm0014160,nm0014160;nm4484666
tt1949605,nm1428204,nm3032969;nm1626406
tt1950178,nm11077342,\N
tt19512418,nm3103101,nm3103101
tt1954433,nm2156759,nm2156759
tt1954714,nm0050466,nm0944381
tt1956603,nm0179018,\N
tt1956648,nm0725733;nm4497131;nm2307059,\N
tt1957896,\N,\N
tt1959528,nm2657608,\N
tt19637712,\N,nm1561229;nm1561244
tt1964495,\N,nm0448006
tt1964850,nm1628082,nm1628082
tt1965250,nm1714788,nm3047339
tt19662422,nm6609600,\N
tt1966368,nm4512390,nm4512390
tt1969062,nm0285379,nm0285379
tt19719162,nm6794869,nm6794869
tt19721964,nm4391618,nm4391618
tt19753920,\N,nm8537229
tt1975987,nm4523927,nm4523927
tt19796546,\N,\N
tt19798294,nm9542207,nm9542207
tt1980056,nm0642811,\N
tt1981129,nm0000867,nm0281366;nm0441671;nm2280850;nm0004675;nm2267086
tt19830276,\N,\N
tt19845648,nm7119198,\N
tt19847338,nm5975638;nm2050348,\N
tt19848774,nm2090825,nm7483553
tt19850564,nm2408461,nm2408461;nm12832061
tt19852570,nm8765856,nm8765856
tt19859820,nm13564927,nm13616541;nm13564927;nm13613998
tt19872762,nm9227528,nm13619818;nm13619819
tt19882472,nm7249446,nm6408301
tt1990235,nm3009133,nm3009133
tt1995385,nm4547703,\N
tt1995445,nm2857439,nm4548103;nm2857439
tt1995458,nm1663638,nm1663638
tt1996398,nm0794230,\N
tt1999998,nm0867259,nm3568893
tt2002759,nm4553096,nm4553096
tt2006056,nm0807979,nm0579240;nm0807979
tt2007403,nm0238283,nm0238283;nm3868439
tt2007954,nm5232343,\N
tt2009419,nm0668613,nm0668613
tt20118266,nm3033057,nm16584218;nm16584219;nm0803568;nm2976232
tt2014191,nm1639050,nm1639050
tt20149536,nm3770838,nm3770838
tt2016221,nm0807979,\N
tt2016282,nm1195718,nm1918657;nm1035815;nm1195718
tt20204588,nm0203567,\N
tt20214260,nm0003826,nm0003826
tt20215968,nm0000500,nm0000500;nm1412974;nm0390912
tt20222484,\N,nm1153493
tt20223758,nm12228479,nm12228479;nm15111646
tt2022497,nm4647793,nm4591751
tt20237930,nm5481432;nm4763599,nm4763599
tt20239280,nm0840573,nm1125967;nm0559674
tt2024463,nm0675786,nm4630746;nm0675786
tt20255394,nm2391575,nm0249291;nm2391575
tt2025702,nm2167110,nm3121861
tt20318392,\N,nm2145501
tt2033965,nm3690717;nm0994483,nm0994483
tt2035462,nm2314067,nm0088546
tt2040553,nm4589250,\N
tt2041463,nm3999867,nm3999867;nm0878597
tt2043938,nm1853556,nm1853556
tt2044014,nm1989436,\N
tt20447894,nm5145133,nm5145133
tt2046116,nm4596519;nm0705544,nm4596519;nm0705544;nm0855672
tt2048778,nm5402490,nm2425209;nm1644621
tt2048929,nm0794048,\N
tt20517442,nm13695409,\N
tt2055767,nm0887814,nm0463325;nm7104466
tt20563492,nm13263582,nm13263582
tt2057956,nm4671816,\N
tt2058092,nm0629440,nm0520188;nm0005295;nm0001778
tt20600384,nm2133264,nm9793468
tt20600404,nm11186337,nm13701259
tt2062606,nm4529157,nm1438153
tt20628954,nm0031492,nm0031492
tt2063013,nm4679912,nm0910841
tt2064761,nm4684349,nm0863620
tt2064960,nm0994484,nm0994484
tt20673400,\N,nm5845142;nm12365190;nm10015165
tt2072983,nm1710614,nm1710614;nm4979188
tt20765824,nm0463581,nm0463581;nm1743449
tt20766126,nm13715629;nm7917674,nm13715629;nm13715630;nm13360567
tt20766136,nm1216567,\N
tt20770330,nm13320767,\N
tt2077772,nm0477637,nm3110354
tt2077908,nm1462495;nm1358030,nm0008499;nm1462495
tt20781372,nm2339396,nm7700434
tt20783246,nm13690106,nm13690106
tt2081361,nm1892196,nm1326821
tt2082463,nm1839981,nm1839981
tt2084832,\N,\N
tt20868642,nm1231912,nm4709151
tt20880118,nm13738743,nm13738743
tt20880676,nm3410550,nm2563057
tt2093044,nm2431227,nm2431227
tt2094921,nm4661057;nm0502796;nm4592512,\N
tt2099649,\N,\N
tt2100686,nm0150840,nm3639744;nm1639988
tt2101424,nm0844603,nm1045138;nm0796221
tt2102353,nm4646355,nm1882920
tt2102360,nm1494686,nm17449366;nm0754934
tt2103281,nm0716257,nm0093560;nm0415425;nm0798646;nm0099541
tt21040632,nm0588850,\N
tt21046632,nm1127420,nm1127420
tt2105018,nm3670495,nm3705831;nm3670495
tt21051906,nm0481418,nm8630458
tt21055152,nm13761599,\N
tt21056360,\N,nm3666399
tt21058548,\N,nm1975558
tt21059520,nm1341941,nm6808942
tt21066478,nm14276021,nm2029372
tt2108510,\N,nm0947343
tt21087360,nm0563773,nm0563773
tt21088430,\N,\N
tt21104132,nm2560942,nm2560942;nm7585072
tt21110648,\N,\N
tt2112303,nm2267623,nm2268740;nm2267623
tt2113021,nm1690961,nm4775732
tt21137264,nm1108282,nm13790405
tt2113753,nm1385330,nm1008497
tt2113817,nm1288698,\N
tt21141632,\N,\N
tt21141904,\N,\N
tt2114410,nm4777579;nm3762244,nm4777579;nm3762244
tt2115426,nm6119117,nm6119117
tt21159214,nm1988881;nm1302165,\N
tt2117840,nm1958014,nm1958014
tt21190500,nm12296736,\N
tt21201256,nm5629736,nm9805462
tt21204904,\N,\N
tt21210354,nm13817147,nm13817148
tt21214474,nm8858879,\N
tt21217722,nm6107278,nm6107278
tt21222534,nm0361675,nm1802651;nm0945868
tt2124881,nm0874093,\N
tt2125430,nm1961863,nm1961863
tt2125467,nm1564757,\N
tt21255232,nm10204829,nm10204829
tt21263500,nm13840475,nm16369946;nm13840475
tt21264854,nm0880354,nm0880354
tt21278536,nm13846521,\N
tt21281018,\N,nm3623456
tt21294164,\N,nm3844354
tt21295236,nm13261839,nm13261844
tt21300748,nm1075619,nm0556106;nm0883570
tt2130127,nm2537380,nm2890211
tt21308094,nm0788908,\N
tt21319196,nm1339196;nm0554219,nm1339196;nm0554219
tt21331844,nm7406954,nm13863957;nm13863958
tt21337988,nm13866362,\N
tt2134077,nm2569672,\N
tt21367028,nm5150818,nm13169028
tt2136728,nm4811580,nm4811580
tt2137184,nm3032813,nm3032813
tt21373190,nm2645255,nm2645255
tt2137406,nm4812789,nm4812789
tt21374990,\N,\N
tt21377362,\N,nm4968161
tt21382750,nm5008669,nm5008669
tt21387888,\N,nm0114999
tt2139725,nm1536627,nm1536627
tt2140087,\N,nm1646177;nm2692147
tt21405534,nm5144337,nm5144337
tt21419188,nm2311203,nm2300111;nm2098346
tt2142055,nm0357463,nm0811709;nm1155957;nm0357463
tt21423510,nm4070527,nm13899778
tt2142711,nm1699659,nm1616534
tt21427598,nm0953468,nm0953468
tt2142815,nm0919339,\N
tt2142889,nm0356867,nm2833835;nm0356867;nm5297712
tt2142921,nm0760830,nm0760830
tt2144110,\N,\N
tt21444536,nm1345515,nm1345515;nm3015321
tt21446550,nm0412017;nm0451999,nm0096834
tt2144820,nm0565822,nm0565822;nm5038620
tt2145788,nm4471936,\N
tt2146550,nm1997222,nm1997222
tt21479726,nm3628461,\N
tt2148320,nm1027882,nm5048859
tt2148821,nm3473342,nm3473342
tt2151764,nm1077029,nm1068865
tt2155310,nm5055889,nm5055889
tt2156791,nm0003930,nm2707397;nm2769171
tt21599566,nm11345028,\N
tt21600328,nm11786490,\N
tt21600782,nm0306723,nm0306723;nm13913657
tt21603304,nm11237219;nm12665534,nm11237219;nm13825925;nm13836414
tt21603806,nm13911117,nm0794119
tt21607880,nm1748947,nm1748947
tt21609046,nm2247263,nm2247263
tt21615422,nm2557044,nm1621428
tt21627390,nm1963808,nm1782959
tt21630100,nm0850432,nm13925754;nm13925755
tt2163594,nm1386952,nm1386952
tt21637810,nm4859767,nm6612259;nm11895853
tt21639500,\N,\N
tt2164468,nm3450267,nm3450267;nm5066147
tt21651358,nm7763084,nm7763084
tt21653102,nm12589774,nm12589774
tt2167715,nm0007066,nm2838970;nm0007066
tt2170004,nm1413936,nm5069862
tt2170626,nm0997109,nm1888116
tt2171761,nm1320860,nm4984747;nm0686529;nm1320860
tt2174027,\N,\N
tt2175685,nm3127702,nm4847169
tt2177884,nm1481156,nm1481156;nm1839659
tt21807858,nm0000301,nm12676918;nm0001465
tt21812016,\N,nm11884021
tt21818548,nm9978220,nm9978220
tt2182259,nm3440221;nm4853406,nm4853406
tt21830540,nm10861484,\N
tt21839348,\N,nm11906644
tt21843880,nm7604020,nm7604020;nm12071215
tt21853564,nm7574195,nm7735770;nm6839368
tt2185427,nm3318899,\N
tt21861984,nm3069762,nm3069762;nm2018173
tt2186858,nm2177061,nm2177061
tt2187071,nm0941708,nm0941708
tt2187149,nm0904192,nm0904192
tt21871754,nm7396569,\N
tt2188741,nm0249189,nm0037238
tt2190364,nm4303734,nm4303734
tt21905942,nm0292365,\N
tt21923314,nm13545436,\N
tt2193183,nm1622110;nm0689369,\N
tt21938272,nm10369147,nm10749905
tt21939168,nm13995873;nm5760668,\N
tt21941472,\N,\N
tt21945108,nm2479375,nm10147294;nm2479375
tt21953824,\N,nm7349347
tt21960166,nm2912550,\N
tt2197068,nm5094272,nm5094272
tt21981936,nm1710317,nm12019816
tt21983552,nm13609931,nm13520513
tt21986454,\N,nm14007528
tt21988264,\N,nm9885800
tt21989280,nm8467847;nm14016138,nm8467847;nm14016138
tt21994376,\N,\N
tt21997718,nm0812380,nm0493594;nm0812380
tt22012962,nm6332285,nm13970473
tt2201976,nm5100789,nm5100789
tt2202296,nm5100824;nm1734950,nm5100620
tt22030582,nm12043111,\N
tt2203298,nm5130484,nm0221613;nm5130484
tt22033776,nm14033828;nm14759188,nm14033734
tt22035932,nm14028887,\N
tt2203855,nm1163341,\N
tt22053038,nm9777462,nm11324587
tt2206188,nm4378516,nm4378516;nm4502489
tt22075030,nm17260624;nm14046992,nm14046991
tt22084900,nm13682070,nm13682070
tt2209706,nm0831321,\N
tt2210524,nm0004124,nm2127341;nm0004124;nm1700201;nm7535490
tt22120686,nm4590300,nm4590300
tt2215163,nm3578603,nm2767023;nm4882484;nm3578603
tt22163436,nm14058661;nm12756903,nm14058661;nm12756903
tt22174572,nm5403874;nm5178416;nm9286744;nm6157140;nm9320821,nm6230181;nm5403874;nm5178416;nm11912954;nm9286744
tt2224349,nm2462022,nm2462022
tt22258844,nm0591472,\N
tt22261200,\N,nm7021188
tt22267880,nm0129143,nm14079022
tt22297382,\N,nm8691875;nm3915825;nm11866808
tt2231413,nm0393212,nm0393212
tt22334258,nm7623887,nm0455481;nm7623887
tt22353198,nm1446151,\N
tt2235809,nm2837143,nm2837143
tt2238893,nm6260691,\N
tt2239654,nm1567037,\N
tt2239756,nm0882736,\N
tt22409444,nm14093436,nm14093436
tt2241240,nm0064283,nm0802053;nm1043744;nm0064283
tt2242176,nm3373941,nm3373941;nm3940352
tt22441574,\N,nm13511207
tt2245023,nm4904051,\N
tt2246236,\N,\N
tt2248897,nm1067862,nm1067862
tt2249786,nm4951230;nm5877926;nm5405101;nm0427732;nm2853432;nm3863962;nm5407631;nm4698010;nm3571876;nm2747918;nm3555625;nm3240563;nm1286455;nm4630460;nm3634925;nm5163011;nm5810181;nm3192604;nm5678799;nm5889104;nm5151569;nm1286055;nm4542885;nm3911770;nm0628492;nm3248116;nm1667641;nm3373974;nm2094974;nm0711652;nm3952326;nm0962374;nm4712424;nm2450688;nm2363681;nm2583932;nm5882724;nm4738938;nm6229224;nm6255606;nm0006766;nm5134400;nm5997140;nm5878323;nm3748837;nm1476078,nm4270156;nm4380489;nm5443971;nm5443955;nm2478973;nm4618749;nm5398174;nm5495347;nm5292300;nm4197775;nm1789833;nm4209682;nm1548921;nm3821913;nm6216547;nm5267356;nm5443911;nm6216564;nm1828389;nm3918489;nm5443950;nm5443945;nm3476820;nm5443959;nm0002950;nm3687975;nm1373853;nm0439270;nm5443919;nm5443956;nm3221066;nm5398031;nm3490865;nm2924053;nm1568353;nm3356730;nm2794387;nm4811928;nm5398244;nm0397389;nm5433485;nm4582478;nm1162815;nm4619408;nm3445297;nm3530955;nm3343810;nm5437847;nm5627274;nm3768922;nm4099548
tt22503050,nm14112808,\N
tt22522126,nm10288120,nm14115234;nm10288120
tt22524958,nm14000423,nm14000423
tt2252574,nm10374914;nm10240434,nm3453086;nm11866637;nm5149015;nm5148541;nm5147764
tt2258591,nm1275507,nm1275507;nm4916942
tt2259732,nm5153004,\N
tt2261615,nm4918546,\N
tt2263470,nm1770763,nm1770763
tt22640518,\N,nm13188177
tt22641672,nm0537550,nm2095752;nm2095010
tt22644162,nm0305812,\N
tt22694792,nm9615103,\N
tt2272350,nm1693690,nm1693690
tt22751670,nm0765225,\N
tt22752352,nm11602234,nm11602234
tt22756692,nm2256873,\N
tt22780118,nm1187019,nm0209865
tt2279105,nm4030618;nm2751807,nm0374274;nm2751807
tt22794548,nm2800845,nm7150280;nm2800845
tt22802098,nm3651034,nm3651034
tt22817270,nm14052646,\N
tt22852804,nm14148520,nm0451351
tt2285629,nm4132935,nm3314620
tt2288794,nm5174607,nm5174607;nm0000636
tt2290755,nm0426754,nm10869290
tt2293080,nm4010106,nm4010106
tt22946264,\N,nm11036654
tt2297418,nm3041114,nm3041114
tt2298255,nm4371536,nm4371536
tt2298416,nm1580395,nm1768265;nm1580395
tt22986716,nm12488752,nm12488752;nm14170857
tt2300911,nm4949680,nm4949680;nm3391595
tt2301059,nm1491595,nm1491595
tt2301438,nm3594105,nm3594105
tt23037582,nm12323125,nm14179346
tt2304656,\N,\N
tt23054582,\N,nm0926073
tt2306743,\N,\N
tt2308414,nm2977417,nm2977417
tt2308764,nm0794181,nm5191939
tt23128938,nm3250747,nm3250747
tt23137904,nm0811583,nm0811583;nm0426500;nm8748334
tt23146384,\N,nm2405454
tt2315558,nm0469273,nm3275086;nm0257981;nm0469273;nm2105585
tt2318579,nm0316841;nm1823590,\N
tt2319682,nm1633084,nm1633084
tt2319813,nm3575376,nm3575376
tt2321383,nm4968102,nm4968102;nm4967513;nm4967604
tt2325766,nm1600829,nm5203184;nm1600829;nm8334229
tt2326626,nm5211088,nm1802130;nm5211088
tt2328773,nm4976719;nm2809929,\N
tt2330865,nm4977310,nm4976980
tt2331199,nm3421375,nm3421375
tt2331584,nm4156250,nm4156250
tt23327316,nm3741605,\N
tt23329010,nm14168209,nm14168209
tt2334114,nm2785946,nm2785946;nm0409942
tt2335116,\N,nm5214819;nm3927770
tt2338163,nm3402249;nm2772961,nm3402249;nm2772961;nm4236762
tt2339423,nm0844603,\N
tt2340444,nm4282704,nm4282704
tt2344698,nm0457543,nm5220499
tt2345653,nm2020009,nm2020009;nm1648662
tt23468564,nm9485860,\N
tt2349098,nm3267608;nm3268806;nm3084772,nm2293972;nm5224850
tt2353826,nm0028227,nm0028227
tt2353862,nm2945284,\N
tt2354498,nm0085084,nm0085084;nm0927558
tt2354575,nm1283324,nm0411866
tt2354583,nm4997079,nm4997253
tt2354646,nm5231137;nm1956769,nm5231137;nm1956769
tt2356058,nm5135409,nm5231282;nm5135409
tt2357221,nm1892220,nm2590019
tt23576328,nm13276179,nm13276179
tt2359067,nm2660104,\N
tt2361595,nm0497706,nm5004421
tt23622450,nm2168688,nm14230031;nm2168688
tt23626170,nm13248887,nm8096148
tt2363474,nm3644221;nm3825935,\N
tt2364200,nm1381175,nm1381175
tt23649908,nm5080358,nm5080358
tt2365948,nm0203200,nm0255822
tt2369571,nm0863927,nm0863927
tt23709882,nm14246479;nm9188414,nm14246479;nm9188414
tt23712068,nm14247313,nm14247313
tt2371275,nm1037505,nm1037505
tt2371306,nm1178111,nm1178111;nm1925774
tt2372319,nm0661883,\N
tt2374268,nm0634016,nm2530247
tt2374869,nm5020492,nm5020492
tt2375791,nm0007052,nm2275514;nm0024887
tt2375872,nm5250731,nm0204236;nm5250731;nm0724756;nm5251450
tt2378094,nm2107791,nm3766268;nm5331043;nm2107791;nm5003078
tt2378268,\N,\N
tt2380390,nm1324090,nm5275929;nm1466935
tt23809952,nm5449084,nm5449084
tt2381161,nm5024638,nm4047930;nm5024638
tt23830206,\N,nm14114249
tt23849704,nm4895698,nm4895698
tt2385185,nm0994308,nm0205805
tt2385904,nm5261693,\N
tt23869166,nm1934513,nm1934513
tt2387554,nm1557922,nm4989041;nm5263858
tt2388643,nm0994308,nm2523473
tt2388655,nm1294036,nm2225652
tt2388715,nm1093039,nm1093039;nm3670452;nm1529699
tt2391037,nm5038586,nm5038586
tt2392128,nm3021114;nm3405829,nm3021114
tt2392636,nm5269244,\N
tt2393761,nm5041308,nm5041308
tt2393763,nm2107705,\N
tt23950740,\N,\N
tt23951066,\N,nm8368621
tt23951394,\N,\N
tt2395457,nm1589796,nm1589796
tt2395970,nm5275138,\N
tt2396736,\N,nm3089982;nm3919602
tt2397790,nm0375839,\N
tt2399569,nm1461346;nm0414201,\N
tt24018082,nm2277906,nm13276609
tt2401819,nm2475997,nm0835905;nm2475997;nm1732299
tt2404203,nm3139767,nm3139767;nm5067692
tt24049298,nm6080194,\N
tt24055990,nm4654609,nm4654609
tt24057060,nm14309068,\N
tt24059280,nm5212516,nm5212516
tt2406506,nm5282153;nm4560332,nm5282153;nm4560332
tt2408922,nm2624499,nm4824645
tt2411024,nm0051907,nm5601965;nm5601996;nm2541369;nm0383258
tt24132988,nm10961397,nm10961397
tt2413958,nm3571471,nm3571471;nm2441670
tt24176910,nm6356309,nm4692000;nm2205653
tt24177956,nm3279665,nm3279665;nm14310507
tt24250838,nm7644955,\N
tt2429958,nm1626382;nm3742047,nm3742047;nm5303926;nm5303752
tt2430044,nm0643130,nm0643130;nm1142065;nm4717265
tt2431918,nm0408392,nm0035067;nm0408392
tt2436040,nm3278628,\N
tt2436058,nm0148173,nm0078567;nm0148173;nm5186633;nm1119723
tt2438338,nm1963808,nm1963808
tt2444632,nm5317019,\N
tt2446390,nm0156476,nm3568893
tt2449922,nm3418756,nm3418756
tt2451012,nm5326010,\N
tt24514112,nm0824882,nm2779018;nm1665796;nm4089981
tt2451894,nm0438465,nm0999225
tt24578916,nm4150494,\N
tt24628436,\N,nm6687927
tt2463010,nm1626353,nm1728301
tt24640106,nm8622262,nm8622262
tt24640674,nm11237219;nm13956621,nm11237219;nm12665534;nm13836414
tt2464642,\N,\N
tt24669792,nm5579954,nm14358188;nm10487992
tt2473510,nm0687427,nm3091255;nm2065670;nm0733263;nm1134130;nm3500903;nm2305431
tt24776738,\N,nm6679670
tt24803454,nm11964780,nm14362436
tt2482734,nm5411064,nm5411064
tt2492524,nm0376429,nm0376429;nm2815187
tt24973142,nm3542598,nm3542598
tt2499376,nm0858525,\N
tt2509052,nm3906617,nm5323237
tt2510050,nm4537744,nm4464391
tt2519428,nm0757084,nm0411127;nm0620040;nm0881576
tt2519856,nm3501787,\N
tt2527368,nm0873298,nm5187899;nm0800779;nm0873298
tt2532124,nm0128540,nm6785532
tt2536426,nm4272657,nm4273152;nm4272657;nm1649798
tt25382788,nm14412899,nm14412899
tt25383462,nm0634016,nm0847244;nm13750619
tt25384594,nm9093666,nm9093666
tt25393090,nm9229438,nm9229438
tt25435954,nm14250838,\N
tt25445982,\N,nm7734128
tt2545064,\N,nm2451445;nm4301758;nm0918299
tt2545510,nm2383185,nm2383185
tt2546808,nm3111769;nm4140194,nm3111769
tt2548398,nm3347121,nm5415467
tt2551354,nm3303119,nm3303119
tt2556228,nm3649696,nm5396854;nm3649696
tt25582396,nm3061130,nm1064632;nm1639992
tt2558616,nm2429658,nm2429658
tt2559122,nm0509504,nm0509504;nm0711512
tt2561752,nm0615555,nm3574235;nm4690383
tt2569782,nm0419495,nm5824772
tt2570920,nm0424645,nm0424645
tt2571044,nm5403727,nm5381438
tt25722552,nm2273232,\N
tt2575662,nm5422948,nm5422948
tt2577138,nm3542035,nm2992403;nm3542035
tt2579552,nm0457554,nm5376531
tt25809718,nm0718254,nm0718254
tt2582064,nm4090207;nm4442140,nm4090207;nm4442140
tt2585654,nm5443224,nm5443224
tt25894644,nm14110573,\N
tt2590214,nm1212770,nm2752054;nm4211566;nm1212770;nm2109307
tt2592304,nm5441970,nm5441970
tt2593616,nm4702942,\N
tt25941904,nm14450797;nm14361125,nm12016559;nm14361125;nm14450797
tt2595734,nm2778969,nm5445042
tt25964590,nm0756872,nm2278146
tt2606456,nm5452291,nm5452291
tt2615396,nm4830044,nm4830044
tt2619902,nm0757398,\N
tt2622834,nm1722532,nm1722532
tt26230974,nm12480542,nm13385530
tt26231170,nm0297984,nm0409467;nm0793753;nm7537545
tt26232044,nm0052505,nm0044709;nm1213121
tt26240922,nm12129645,nm12129645
tt2624732,nm17080373,\N
tt2625416,\N,\N
tt26260278,nm8779854,nm14473372
tt2630660,nm5395567,\N
tt2630854,nm1269444,nm1519027;nm13868333
tt26315110,nm3572939,nm3967416
tt26343503,\N,nm10609936;nm12116625
tt26351494,nm3206815,\N
tt26358908,nm2201607,nm13015866
tt2636480,nm2585078,nm2585078
tt2637460,\N,nm4686489
tt2637918,nm8698667,nm8013213
tt26424375,\N,nm1776420
tt26443769,nm7042519,nm7042519
tt26445625,nm2644596;nm3932700,nm3968463
tt2644950,nm1494435,\N
tt26450717,nm1936397,\N
tt26451663,nm10150545,nm13856016
tt26457210,nm14493592,nm14493592
tt26493408,\N,nm13033912
tt26494215,nm0014160,nm0014160
tt2653262,nm3614132,nm1104118
tt26541660,nm4572608;nm7875846,nm16314261;nm7875846
tt26548496,nm9863083,nm6679063
tt26570494,nm1714788,nm1720703;nm2584654
tt2658322,nm1939774,\N
tt26594945,nm1454979,nm14525686;nm1454979
tt26598785,nm5827954,nm0455836;nm0634607
tt26627101,nm7376208,nm14532530
tt26629343,\N,nm3051599
tt26656535,nm5129981;nm10857369,nm13781049;nm8035584
tt2666234,nm0073489,nm0506506;nm0514439;nm0583037
tt2667326,nm0180818,nm0180818
tt26675192,nm5128390,\N
tt26688020,nm3796170,nm1165065;nm5779750
tt26688393,nm15527370,nm9592365
tt26689248,\N,nm14503248
tt26690129,nm14006909,nm14006909
tt2670578,nm0002396,\N
tt2671682,nm4271478,nm4271478
tt2672034,nm5069060,nm4683293;nm5069060
tt2672330,nm0314399,nm0314399
tt2672902,nm5503207,nm5503207
tt26739402,nm7256575,nm7256575
tt26745426,nm9396279,nm9396279;nm11487210
tt26754325,nm6520460,\N
tt2675914,nm0596407,nm0007344;nm0321521
tt26761043,\N,nm0510947
tt26763353,nm1001040,nm6402046;nm1001040
tt26772023,nm0885613,\N
tt26772096,nm1762016,nm1654476
tt2679990,nm0090524,nm0090524;nm0480207
tt26894375,nm6235717,nm6235717
tt2690552,nm0848396,nm0848396
tt2692690,nm0997109,nm0441162
tt26933732,nm4524663;nm10520127,nm8486368
tt26933797,nm14063547;nm6935209,nm14063547;nm6935209
tt26937328,nm8734870,nm9202318
tt26938450,nm9540273,nm9540273
tt26991232,nm12504280,\N
tt26997082,nm12248758,nm12248758
tt27003509,nm11859183,nm13099103;nm13509279
tt27006950,nm8481449,nm8481449
tt27010447,nm9794541,nm10573613
tt27011486,nm5322992,nm15172779
tt27040807,nm0684248,nm10028170
tt27044322,nm13273189,nm13273189;nm13273191
tt2705126,nm4793152,nm5518157;nm4793152
tt27054675,nm0399729,nm2077061;nm0399729
tt27057614,nm14496635,nm14496635
tt2706352,nm2461431,nm4162211
tt27072866,nm14635295;nm15877591,nm15877591;nm14635295
tt2708028,nm1554266,nm1554266
tt2710816,nm5522090,nm5522090
tt27110516,nm2071556,nm2071556;nm6057934
tt27116652,\N,nm6139277
tt27123988,nm9034918,\N
tt27126305,nm7388685,nm14700470;nm7038166;nm13611313;nm7388685
tt27126801,nm9494796;nm14426795,nm9494796
tt27127520,nm14633451;nm9397806,nm14633451
tt27128258,nm14648818,nm14648818
tt27129041,nm14649282;nm14649281,nm14649282;nm2524869
tt27129064,nm10958228;nm10958237,\N
tt27133215,nm0649862,nm0649862
tt27141500,nm4118745,nm6489803
tt27169201,\N,nm2851389
tt27179834,nm0901403,nm0901403
tt27190240,nm9195402,nm9195402
tt27191611,nm10764932,nm10764932
tt27193203,nm1389293,\N
tt27197387,nm1889990,nm1889990;nm1839955
tt27204901,nm11296148,nm11296148
tt2720968,nm5532440,nm5546197
tt27218212,nm0261579,nm8951697
tt27219727,nm0053678,nm13098943;nm0053678;nm9644130;nm7957781
tt2723138,nm1373326,nm1373326;nm2602795
tt2723876,nm2789267,nm2789267
tt27252441,nm4379904,nm14688449;nm14688452
tt27291387,nm11450142,nm14690406;nm11450142
tt27304819,nm4789419,nm4789419
tt27331219,nm14701432,\N
tt27349747,nm9197154,nm9197154
tt27351954,nm0759620,\N
tt27371268,nm14708233,\N
tt27373062,nm3248232,nm3248232
tt2740562,\N,\N
tt2741500,nm1413332,nm4094171;nm1413332
tt27418974,nm7295030,\N
tt27440937,nm6328287,nm6328287
tt27451262,nm14732446,nm14732446
tt27458360,nm14733658,nm14733659
tt2746556,nm5551704,nm5551704
tt2748180,nm3727391;nm3893924,nm3727391
tt27487494,nm4658310;nm3318396,nm3318396;nm3593486
tt27490340,nm2837490,nm14644429
tt27499027,nm5150818,nm13679330
tt27512191,nm0584748,nm0584748
tt27513905,nm3277736,nm3277736
tt27530030,nm5632387;nm7570462;nm14762385;nm2967619,nm5632387;nm6996841;nm7570462
tt27531494,nm11560229;nm5274835,nm11560229
tt27531514,nm4374439,nm4374439
tt27538000,\N,nm0180970
tt27547570,nm7760158,nm7859138
tt27550368,\N,nm4116015
tt27564488,nm5193018;nm4249300,\N
tt2757424,\N,\N
tt27575680,nm1582846,nm1582846
tt27575706,nm5426690,nm5427808
tt27599680,nm14196263;nm14787969,nm5260540;nm5181659
tt27613403,nm14538325,nm0026782;nm7906622
tt27618733,nm9227843,\N
tt2762900,\N,\N
tt27629379,nm0350215,\N
tt27630808,nm14723514,\N
tt27634417,nm11908762,nm11908762
tt27640967,\N,nm0741872
tt27648656,nm11068652,nm14810117
tt27650082,\N,\N
tt2765194,nm3099160,nm3099160;nm0465000
tt27655123,nm12475770,nm12475770
tt27666136,nm6553661,\N
tt27673370,nm11869503,\N
tt27678489,nm3278627,nm3278627
tt2768052,nm3237113,nm4669808
tt27687576,nm1753496,nm1753496
tt27689569,nm3192252,\N
tt2769896,nm1302411,nm0042013;nm1058356;nm5569947
tt27705108,nm12450072,\N
tt2771082,nm2728001,nm2728001
tt27715342,nm10902792,nm5092165
tt27717204,nm2264272,nm2264272;nm4589418
tt27717212,nm2264272,nm6231384;nm2264272;nm5334939
tt2771800,nm1474034,nm3491515;nm4183613;nm1474034
tt27719901,nm12450072,\N
tt27720930,nm2795120,\N
tt27722534,nm2358632;nm8217048;nm1203138;nm0994603;nm16509975;nm14843930;nm9721725;nm7881140;nm16495171,nm16530707;nm14843933;nm14843931;nm14843930;nm9721725;nm16530708;nm14843932
